"real","n_retained","statistic","scored"
564,9,0.243576186337839,TRUE
565,6,0.54490300432022,TRUE
566,11,0.520512720817925,TRUE
567,6,0.461724259530944,TRUE
568,11,0.473115850210284,TRUE
569,15,0.654562591781947,TRUE
570,12,0.54390843818274,TRUE
571,12,0.612263925988494,TRUE
572,11,0.505071170483333,TRUE
573,14,0.467924261435726,TRUE
574,12,0.473767309863941,TRUE
575,5,0.417284228700713,TRUE
576,10,0.407635910449872,TRUE
577,12,0.576780520008286,TRUE
578,11,0.392033385235004,TRUE
579,14,0.589434729315519,TRUE
580,10,0.421174369369691,TRUE
581,6,0.641568598696957,TRUE
582,12,0.469836011321305,TRUE
583,9,0.5218926151585,TRUE
584,9,0.416240112270398,TRUE
585,16,0.621446738323698,TRUE
586,4,NA,FALSE
587,10,0.321502055724393,TRUE
588,7,0.633963567196918,TRUE
589,6,0.647258726408651,TRUE
590,10,0.591397428257276,TRUE
591,6,0.59552399976498,TRUE
592,12,0.495676332707878,TRUE
593,6,0.736875296193754,TRUE
594,6,0.515335045604632,TRUE
595,9,0.645907751630232,TRUE
596,14,0.542580010971143,TRUE
597,11,0.617295403018792,TRUE
598,9,0.379852202510474,TRUE
599,7,0.507088567063353,TRUE
600,10,0.214405897404828,TRUE
601,12,0.746144398568454,TRUE
602,12,0.651495652242852,TRUE
603,9,0.305629059489243,TRUE
604,9,0.462635403728615,TRUE
605,5,0.450708779285537,TRUE
606,14,0.310693329391915,TRUE
607,10,0.528257210666537,TRUE
608,10,0.566797863286625,TRUE
609,10,0.335556451211739,TRUE
610,11,0.560550982211777,TRUE
611,11,0.268396562369454,TRUE
612,9,0.456238702289347,TRUE
613,7,0.352475306762583,TRUE
614,5,0.669432538153216,TRUE
615,12,0.387936435104713,TRUE
616,15,0.431274801717543,TRUE
617,6,0.644425011156257,TRUE
618,7,0.476320151632835,TRUE
619,9,0.711519142227285,TRUE
620,6,0.713507907594605,TRUE
621,10,0.1369004279469,TRUE
622,9,0.475719615375834,TRUE
623,7,0.2270073442846,TRUE
624,11,0.430745649491268,TRUE
625,12,0.602089951127972,TRUE
626,10,0.395090589325688,TRUE
627,9,0.56107576897227,TRUE
628,8,0.374995714512399,TRUE
629,10,0.527906666838595,TRUE
630,12,0.40693205094097,TRUE
631,5,0.456161324637616,TRUE
632,8,0.623259520828757,TRUE
633,12,0.466474336551968,TRUE
634,13,0.620072110503058,TRUE
635,12,0.613525977506783,TRUE
636,9,0.43885642653504,TRUE
637,12,0.457932070978907,TRUE
638,9,0.40888919286255,TRUE
639,6,0.653338917584374,TRUE
640,9,0.439281606566051,TRUE
641,11,0.482221488504032,TRUE
642,6,0.287932978535363,TRUE
643,17,0.730434354454855,TRUE
644,11,0.584032341599211,TRUE
645,12,0.780690058262103,TRUE
646,10,0.487156498914779,TRUE
647,11,0.439305748407444,TRUE
648,5,0.359278803167593,TRUE
649,4,NA,FALSE
650,7,0.618489646098379,TRUE
651,9,0.321919919784052,TRUE
652,12,0.412103901874496,TRUE
653,8,0.512598453266633,TRUE
654,9,0.653780144344655,TRUE
655,10,0.448333883552175,TRUE
656,9,0.491602481974075,TRUE
657,12,0.54022146557193,TRUE
658,12,0.671599266579228,TRUE
659,10,0.487119107631871,TRUE
660,12,0.672111841684701,TRUE
